unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
f8c0f6f7-7e4a-40ab-9062-64baf825b45c,1576179263.8278863,0.0,None,"['singapore', 48, 'aavail_basic', 18]",0.1,000:00:00
6547cdaa-89e7-4779-a0fd-44032911c690,1576179263.8281224,0.0,None,"['united_states', 22, 'aavail_basic', 5]",0.1,000:00:00
e007d384-2e98-4dde-a522-0b6e87e9f528,1576179263.8283622,0.0,None,"['singapore', 41, 'aavail_basic', 19]",0.1,000:00:00
b44fb92f-d58d-47a2-ba8f-8a56d0d75fd2,1576179263.828546,1.0,None,"['singapore', 24, 'aavail_premium', 7]",0.1,000:00:00
20ef2724-4c83-4942-affe-3f1720d67d86,1576179263.8287306,0.0,None,"['united_states', 20, 'aavail_premium', 20]",0.1,000:00:00
bfaa2294-c60c-419d-a285-bf6c3f80b6b5,1576179263.8289137,0.0,None,"['united_states', 42, 'aavail_unlimited', 23]",0.1,000:00:00
efa20354-c0f1-4e30-9e93-b0e3fee00087,1576179263.8290956,0.0,None,"['united_states', 29, 'aavail_basic', 6]",0.1,000:00:00
707811f7-21da-461f-83b0-469dab5474ce,1576179263.8294263,0.0,None,"['united_states', 22, 'aavail_basic', 23]",0.1,000:00:00
eea2b454-3cd6-4f32-8b1f-6c576ba9b6ed,1576179263.8297908,1.0,None,"['singapore', 25, 'aavail_unlimited', 10]",0.1,000:00:00
c58f129a-3fa1-4513-826e-c4f6fafaa398,1576179263.830745,0.0,None,"['singapore', 19, 'aavail_basic', 15]",0.1,000:00:00
c04028ec-7024-43ae-8aab-822c972dc006,1576179263.8309376,0.0,None,"['united_states', 24, 'aavail_basic', 22]",0.1,000:00:00
bf4b172c-c9f6-4ff1-9bab-713a1f85f005,1576179263.831128,0.0,None,"['united_states', 19, 'aavail_basic', 21]",0.1,000:00:00
eea8827e-4795-49a9-9742-a3f998a60353,1576179263.8314033,0.0,None,"['united_states', 23, 'aavail_basic', 16]",0.1,000:00:00
3f85de4c-2b58-49b7-8c86-249a9da33a99,1576179263.8315947,0.0,None,"['united_states', 39, 'aavail_premium', 18]",0.1,000:00:00
