unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
47f5bdd7-45cd-4121-b0d2-36634be66e41,1591752155.9544625,0.0,None,"['united_states', 21, 'aavail_premium', 24]",0.1,000:00:00
01b8333f-860d-4703-9e92-12c33f601eb2,1591752155.9554217,0.0,None,"['united_states', 27, 'aavail_premium', 24]",0.1,000:00:00
d4919ea1-417f-4089-b747-e558cee10a41,1591752155.9564173,1.0,None,"['singapore', 41, 'aavail_premium', 14]",0.1,000:00:00
aec82ad4-da37-43ba-8d6e-733a620dd965,1591752155.9574215,0.0,None,"['united_states', 24, 'aavail_premium', 17]",0.1,000:00:00
a34c4b19-9db9-4959-883f-b1a8213f5a18,1591752155.9584122,0.0,None,"['united_states', 45, 'aavail_premium', 16]",0.1,000:00:00
d15b4c2c-8f69-47fb-a773-24c11eff107c,1591752155.9594138,0.0,None,"['united_states', 27, 'aavail_premium', 19]",0.1,000:00:00
34520b48-4562-476b-b696-3464d0a45626,1591752155.9604197,0.0,None,"['united_states', 23, 'aavail_basic', 21]",0.1,000:00:00
4a51dfcc-3266-4fa7-a8c3-767563cd7c95,1591752155.9614167,0.0,None,"['united_states', 30, 'aavail_basic', 22]",0.1,000:00:00
2c02620c-967d-4176-ac4f-59bb30b2545a,1591752155.9614167,0.0,None,"['united_states', 25, 'aavail_premium', 22]",0.1,000:00:00
07b4a8ee-ec33-4cfa-b4d4-22c8fba994e0,1591752155.9624572,0.0,None,"['united_states', 24, 'aavail_premium', 22]",0.1,000:00:00
de1f14d7-2e8b-4de1-9cfd-9801f8949cd3,1591752155.9634552,0.0,None,"['united_states', 49, 'aavail_premium', 22]",0.1,000:00:00
e9a87127-1260-49dc-aa9b-4e64139363f1,1591752155.9634552,0.0,None,"['united_states', 19, 'aavail_unlimited', 17]",0.1,000:00:00
9216932e-5776-425c-bd58-8acbb7da2e9e,1591752155.9644141,0.0,None,"['united_states', 21, 'aavail_unlimited', 22]",0.1,000:00:00
0a64724b-9f37-4b38-b5ca-fc9ccc684b4c,1591752155.9644141,0.0,None,"['united_states', 22, 'aavail_basic', 25]",0.1,000:00:00
684901d6-c73f-4a25-a3e3-4b5e7b965909,1591752155.965436,1.0,None,"['singapore', 40, 'aavail_unlimited', 15]",0.1,000:00:00
437f7fa6-a1fc-4c21-95f9-e9ff2fa85ec3,1591752155.965436,1.0,None,"['singapore', 20, 'aavail_unlimited', 13]",0.1,000:00:00
e28fcffe-1764-493f-b783-c5fabe98e886,1591752155.9664567,0.0,None,"['united_states', 26, 'aavail_basic', 16]",0.1,000:00:00
a87af06b-140e-43ad-9af4-a80363f14685,1591752155.967455,0.0,None,"['united_states', 38, 'aavail_premium', 22]",0.1,000:00:00
d2c30aa2-83fc-4e2e-a5e5-953d64d6c867,1591752155.967455,0.0,None,"['united_states', 22, 'aavail_premium', 17]",0.1,000:00:00
09c0435a-1c00-4e24-8149-c7be0de7ba20,1591752155.9684148,0.0,None,"['united_states', 22, 'aavail_premium', 19]",0.1,000:00:00
3d952553-0c7b-4728-8727-4fefbc81ea16,1591752155.9684148,0.0,None,"['united_states', 36, 'aavail_unlimited', 17]",0.1,000:00:00
6b3716cd-cc21-4c78-92eb-8fe7680de923,1591752155.9694571,1.0,None,"['singapore', 17, 'aavail_premium', 16]",0.1,000:00:00
02cc96dd-b1d1-4834-99fa-0cfd571b3b5f,1591752155.9704163,0.0,None,"['united_states', 17, 'aavail_unlimited', 25]",0.1,000:00:00
39bbe44c-7fe3-4c17-855a-1891be73eb37,1591752155.9704163,0.0,None,"['united_states', 37, 'aavail_premium', 19]",0.1,000:00:00
f8bb0d03-74f8-406c-8629-1531f3c2aa1a,1591752155.9714146,0.0,None,"['united_states', 25, 'aavail_premium', 25]",0.1,000:00:00
c39bdcd7-877c-43d0-9fe7-e773227daef7,1591752155.972426,0.0,None,"['united_states', 23, 'aavail_premium', 23]",0.1,000:00:00
491432bf-2fa3-48fc-a54a-791bfbfaabad,1591752155.9734383,0.0,None,"['singapore', 17, 'aavail_basic', 22]",0.1,000:00:00
9ac7c1c9-cbb3-4afa-9ecb-d74846393e00,1591752155.9734383,0.0,None,"['united_states', 21, 'aavail_unlimited', 20]",0.1,000:00:00
d96bd14b-c130-44cf-8419-e6d0c80c819a,1591752155.9744618,0.0,None,"['united_states', 39, 'aavail_unlimited', 23]",0.1,000:00:00
0cd0b8ed-bfb6-4c9f-915b-d1f0df0b6650,1591752155.9754143,1.0,None,"['singapore', 26, 'aavail_unlimited', 8]",0.1,000:00:00
cb989230-703f-46e8-a8a0-b43a4062e6b5,1591752155.9754143,0.0,None,"['united_states', 16, 'aavail_unlimited', 21]",0.1,000:00:00
98e76fa6-0d99-45fe-a51e-9333212dda51,1591752155.9764147,0.0,None,"['united_states', 17, 'aavail_premium', 20]",0.1,000:00:00
773843ab-42a0-45ca-afd1-b82cad3ad9ec,1591752155.977415,0.0,None,"['united_states', 35, 'aavail_unlimited', 23]",0.1,000:00:00
d1e7a164-6758-4568-a8e8-6e752d1900fa,1591752155.9784184,0.0,None,"['united_states', -48, 'aavail_unlimited', 25]",0.1,000:00:00
76abac52-bd9a-47f8-9b84-01bfae2cf89e,1591752155.9784184,0.0,None,"['united_states', 20, 'aavail_unlimited', 16]",0.1,000:00:00
ceb793b1-3e83-4e9b-acd5-5e25c64f62d6,1591752155.9794197,0.0,None,"['united_states', 50, 'aavail_basic', 23]",0.1,000:00:00
4f959eef-320b-4ab1-8688-696446a90301,1591752155.980419,0.0,None,"['united_states', 21, 'aavail_premium', 17]",0.1,000:00:00
bdcb754e-7ce4-4cd9-8c2f-fa238a14a4e1,1591752155.9814131,0.0,None,"['united_states', 20, 'aavail_basic', 13]",0.1,000:00:00
342e9594-02fc-41d3-8630-690a73018a4d,1591752155.9814131,0.0,None,"['united_states', 20, 'aavail_unlimited', 22]",0.1,000:00:00
39104e87-d54f-42ba-a782-862461b9b44d,1591752155.9824138,0.0,None,"['united_states', 18, 'aavail_unlimited', 22]",0.1,000:00:00
fb809eaf-c01e-4dd0-b83a-ae0ce0627aeb,1591752155.983413,1.0,None,"['singapore', 41, 'aavail_premium', 11]",0.1,000:00:00
7ce9177e-a219-4703-a698-2cbc781eaea2,1591752155.983413,0.0,None,"['united_states', 25, 'aavail_basic', 19]",0.1,000:00:00
2768fb22-3a66-4d62-97e6-dcdddc7062fa,1591752155.9844127,0.0,None,"['united_states', 23, 'aavail_unlimited', 22]",0.1,000:00:00
ffcc3903-05ab-43cb-87f0-d3b3fa8c561f,1591752155.9844127,0.0,None,"['united_states', 21, 'aavail_basic', 24]",0.1,000:00:00
12f2fac7-3466-4262-ab31-a4792663064a,1591752155.985413,0.0,None,"['united_states', 22, 'aavail_unlimited', 23]",0.1,000:00:00
e77b3e58-010f-42fa-ba58-373189b63531,1591752155.9864469,0.0,None,"['singapore', 26, 'aavail_basic', 18]",0.1,000:00:00
4a6d3696-f59c-4901-b323-bbeb8232f647,1591752155.9864469,1.0,None,"['singapore', 19, 'aavail_unlimited', 5]",0.1,000:00:00
a25cb7a8-2c96-469d-9622-9248b62fc5a4,1591752155.9874144,0.0,None,"['united_states', 24, 'aavail_premium', 23]",0.1,000:00:00
947bb4ff-f120-4d72-ac19-c62a1463cfcf,1591752155.9874144,0.0,None,"['united_states', 20, 'aavail_unlimited', 22]",0.1,000:00:00
04c14e84-79b7-4197-a4a2-1ce165cb05ab,1591752155.9884512,1.0,None,"['singapore', 22, 'aavail_unlimited', 10]",0.1,000:00:00
5779c628-3cd8-483c-9f5d-1e714cedbb31,1591752155.9914725,0.0,None,"['united_states', 39, 'aavail_premium', 21]",0.1,000:00:00
401d533c-4ab6-4fe9-b7cc-5927089883df,1591752155.992452,0.0,None,"['united_states', 29, 'aavail_basic', 20]",0.1,000:00:00
25e8e378-a4a8-4d45-91f3-3531a2265fa1,1591752155.992452,0.0,None,"['singapore', 44, 'aavail_basic', 18]",0.1,000:00:00
d58bc7be-bc2b-4421-bc23-6052c55d62d3,1591752155.9934466,0.0,None,"['united_states', 31, 'aavail_premium', 14]",0.1,000:00:00
08d7187a-5224-4c0b-9bb1-cac7623cd8e5,1591752155.994414,0.0,None,"['united_states', 25, 'aavail_unlimited', 18]",0.1,000:00:00
d96eadbb-405e-4d5e-857a-aff8e036e039,1591752155.994414,0.0,None,"['united_states', 33, 'aavail_unlimited', 19]",0.1,000:00:00
7a5b489b-df62-46c8-89dd-f3985a2e0493,1591752155.9954152,0.0,None,"['united_states', 29, 'aavail_unlimited', 18]",0.1,000:00:00
e6d49268-dd42-422f-8302-59da4ca3fd73,1591752155.9954152,1.0,None,"['singapore', 18, 'aavail_premium', 15]",0.1,000:00:00
0b9e99fe-0c4f-4ae5-80b2-7c4e2177a96b,1591752155.9964464,0.0,None,"['united_states', 39, 'aavail_unlimited', 16]",0.1,000:00:00
48d33806-247d-484e-855f-1441b090efa2,1591752155.9974518,0.0,None,"['united_states', 88, 'aavail_premium', 111]",0.1,000:00:00
f33255b1-9f28-423f-a49c-49882e183d5a,1591752155.9974518,1.0,None,"['singapore', 90, 'aavail_unlimited', 100]",0.1,000:00:00
656da32d-bbb9-4c6e-a525-b6e96a42b47f,1591752155.998414,0.0,None,"['united_states', 76, 'aavail_premium', 80]",0.1,000:00:00
a9ab3afc-1644-4bb2-9298-240617ed0177,1591752155.998414,0.0,None,"['united_states', 80, 'aavail_basic', 90]",0.1,000:00:00
